transaction_id,timestamp,sender_id,receiver_id,amount,device,city,transaction_type,status
T000313,2025-07-14 15:07:31,7612,8520,920.29,MacOS,Delhi,Receive,Success
T000314,2025-07-14 15:07:33,6634,3049,3233.37,IOS,Delhi,Send,Failed
T000315,2025-07-14 15:07:35,7307,8871,7978.46,Android,Mumbai,Receive,Success
T000316,2025-07-14 15:07:37,2634,2848,7563.55,MacOS,Chennai,Send,Failed
T000317,2025-07-14 15:07:39,5252,9402,7693.69,Android,Chennai,Send,Failed
T000318,2025-07-14 15:07:41,5198,3526,8138.11,Android,Mumbai,Request,Pending
T000319,2025-07-14 15:07:43,7539,7237,4734.96,MacOS,Mumbai,Receive,Failed
T000320,2025-07-14 15:07:45,8663,4455,1737.95,MacOS,Chennai,Receive,Failed
T000321,2025-07-14 15:07:47,8208,1053,4913.05,Android,Chennai,Receive,Failed
T000322,2025-07-14 15:07:49,6261,7077,5564.01,IOS,Delhi,Request,Failed
T000323,2025-07-14 15:07:51,5445,8506,8276.33,MacOS,Bangalore,Receive,Success
T000324,2025-07-14 15:07:53,2771,1509,1195.0,Android,Delhi,Receive,Success
T000325,2025-07-14 15:07:55,4190,7506,9057.54,MacOS,Bangalore,Receive,Success
T000326,2025-07-14 15:07:57,8497,4538,6474.11,MacOS,Chennai,Receive,Failed
T000327,2025-07-14 15:07:59,2272,4519,4960.9,Android,Bangalore,Send,Success
T000328,2025-07-14 15:08:01,5547,5869,4041.58,Android,Chennai,Send,Pending
T000329,2025-07-14 15:08:03,9003,7181,1470.27,MacOS,Delhi,Send,Failed
T000330,2025-07-14 15:08:05,2094,5320,2535.34,IOS,Kolkata,Receive,Pending
T000331,2025-07-14 15:08:07,9583,3098,6864.84,Android,Chennai,Request,Failed
T000332,2025-07-14 15:08:09,8854,6904,8153.47,IOS,Kolkata,Request,Failed
T000333,2025-07-14 15:08:11,6539,5730,6781.24,Android,Delhi,Request,Failed
T000334,2025-07-14 15:08:13,4948,7265,8740.24,MacOS,Chennai,Receive,Failed
T000335,2025-07-14 15:08:15,6849,7082,8254.88,MacOS,Mumbai,Receive,Failed
T000336,2025-07-14 15:08:17,8799,7306,8938.42,Android,Kolkata,Receive,Success
T000337,2025-07-14 15:08:19,5088,1799,9078.42,MacOS,Delhi,Request,Failed
T000338,2025-07-14 15:08:21,5290,5744,7686.16,Android,Mumbai,Receive,Failed
T000339,2025-07-14 15:08:23,4655,1727,7966.22,IOS,Mumbai,Receive,Pending
T000340,2025-07-14 15:08:25,3148,3995,9309.66,IOS,Mumbai,Send,Success
T000341,2025-07-14 15:08:27,8996,9801,290.95,IOS,Chennai,Request,Success
T000342,2025-07-14 15:08:29,7740,5315,8292.17,MacOS,Bangalore,Request,Success
T000343,2025-07-14 15:08:31,8600,8443,1478.44,Android,Bangalore,Send,Failed
T000344,2025-07-14 15:08:33,1031,2852,8825.53,Android,Delhi,Send,Pending
T000345,2025-07-14 15:08:35,4166,9710,8241.04,Android,Mumbai,Send,Failed
T000346,2025-07-14 15:08:37,2546,7026,9938.26,IOS,Kolkata,Request,Success
T000347,2025-07-14 15:08:39,4249,9916,5399.7,Android,Chennai,Send,Pending
T000348,2025-07-14 15:08:41,7995,5980,3339.38,IOS,Kolkata,Request,Failed
T000349,2025-07-14 15:08:43,8258,6684,9351.11,Android,Bangalore,Receive,Success
T000350,2025-07-14 15:08:45,8615,1572,4365.02,MacOS,Delhi,Send,Failed
T000351,2025-07-14 15:08:47,2121,1780,6940.29,IOS,Chennai,Receive,Failed
T000352,2025-07-14 15:08:49,2802,1071,4973.02,MacOS,Kolkata,Receive,Failed
T000353,2025-07-14 15:08:51,1897,6231,3183.41,Android,Delhi,Receive,Failed
T000354,2025-07-14 15:08:53,7819,7832,986.56,IOS,Delhi,Receive,Failed
T000355,2025-07-14 15:08:55,7586,2950,2122.6,IOS,Chennai,Request,Failed
T000356,2025-07-14 15:08:57,6238,6898,9527.89,IOS,Delhi,Send,Pending
T000357,2025-07-14 15:08:59,2292,2914,3209.41,IOS,Chennai,Request,Pending
T000358,2025-07-14 15:09:01,1525,1048,883.34,Android,Kolkata,Send,Pending
T000359,2025-07-14 15:09:03,9412,7528,1294.13,Android,Chennai,Receive,Pending
T000360,2025-07-14 15:09:05,7851,3147,5146.02,MacOS,Mumbai,Request,Failed
T000361,2025-07-14 15:09:07,2350,1715,9379.6,MacOS,Delhi,Send,Success
T000362,2025-07-14 15:09:09,7163,4220,4435.72,Android,Chennai,Request,Pending
T000363,2025-07-14 15:09:11,4473,3472,7813.34,Android,Delhi,Request,Pending
T000364,2025-07-14 15:09:13,6169,3104,3863.86,MacOS,Delhi,Receive,Pending
T000365,2025-07-14 15:09:15,7700,3066,9058.32,Android,Bangalore,Receive,Success
T000366,2025-07-14 15:09:17,2168,4443,9719.43,IOS,Bangalore,Send,Failed
T000367,2025-07-14 15:09:19,8820,9998,7179.65,MacOS,Kolkata,Request,Failed
T000368,2025-07-14 15:09:21,4099,3452,7294.66,Android,Chennai,Request,Failed
T000369,2025-07-14 15:09:23,7617,6479,3239.51,IOS,Bangalore,Send,Pending
T000370,2025-07-14 15:09:25,2155,3326,7769.5,Android,Chennai,Request,Success
T000371,2025-07-14 15:12:30,4105,4503,1704.69,MacOS,Bangalore,Send,Failed
T000372,2025-07-14 15:12:32,8095,7182,7444.33,Android,Delhi,Send,Failed
T000373,2025-07-14 15:12:34,2682,2030,8316.02,Android,Delhi,Receive,Success
T000374,2025-07-14 15:12:36,5931,4636,693.96,MacOS,Delhi,Receive,Pending
T000375,2025-07-14 15:12:38,4536,4242,2224.97,IOS,Kolkata,Receive,Failed
T000376,2025-07-14 15:12:40,2287,5900,1342.56,IOS,Kolkata,Send,Success
T000377,2025-07-14 15:12:42,9839,3820,4099.46,Android,Bangalore,Receive,Failed
T000378,2025-07-14 15:12:44,8031,5403,4797.43,IOS,Delhi,Send,Pending
T000379,2025-07-14 15:12:46,1717,3077,6443.66,IOS,Delhi,Receive,Failed
T000380,2025-07-14 15:12:48,1435,9821,1862.98,MacOS,Mumbai,Receive,Success
T000381,2025-07-14 15:12:50,4147,2728,7156.7,MacOS,Bangalore,Request,Pending
T000382,2025-07-14 15:12:52,1327,9506,2465.2,IOS,Mumbai,Request,Pending
T000383,2025-07-14 15:12:54,5038,4642,5119.98,Android,Mumbai,Send,Failed
T000384,2025-07-14 15:12:56,4189,4890,3151.35,IOS,Mumbai,Receive,Failed
T000385,2025-07-14 15:12:58,2181,4928,9597.76,Android,Delhi,Receive,Success
T000386,2025-07-14 15:13:00,3150,8584,164.76,MacOS,Mumbai,Receive,Pending
T000387,2025-07-14 15:13:02,1641,1469,6643.86,IOS,Mumbai,Send,Pending
T000388,2025-07-14 15:13:04,1337,9921,9618.65,MacOS,Mumbai,Request,Success
T000389,2025-07-14 15:13:06,1451,6924,7815.68,Android,Delhi,Request,Success
T000390,2025-07-14 15:13:08,6089,5492,1402.74,Android,Kolkata,Request,Success
T000391,2025-07-14 15:13:10,6764,7866,7152.41,MacOS,Bangalore,Receive,Success
T000392,2025-07-14 15:13:12,5129,4157,9542.19,MacOS,Delhi,Receive,Failed
T000393,2025-07-14 15:16:03,4422,2160,3950.05,IOS,Mumbai,Send,Pending
T000394,2025-07-14 15:16:05,3536,6715,4470.49,Android,Mumbai,Request,Pending
T000395,2025-07-14 15:16:07,3317,5162,7522.22,MacOS,Kolkata,Request,Failed
T000396,2025-07-14 15:16:09,4811,9787,437.1,MacOS,Kolkata,Request,Pending
T000397,2025-07-14 15:16:11,3960,6016,2393.37,MacOS,Chennai,Request,Success
T000398,2025-07-14 15:16:13,3312,3690,359.05,MacOS,Mumbai,Request,Success
T000399,2025-07-14 15:16:15,8621,1357,754.52,IOS,Mumbai,Receive,Success
T000400,2025-07-14 15:16:17,6408,6270,4910.54,IOS,Delhi,Send,Failed
T000401,2025-07-14 15:16:19,1979,3868,3465.55,Android,Delhi,Receive,Failed
T000402,2025-07-14 15:16:21,8485,2743,4208.09,IOS,Kolkata,Receive,Pending
T000403,2025-07-14 15:16:23,1905,9547,1485.39,MacOS,Chennai,Receive,Success
T000404,2025-07-14 15:16:25,8547,8083,2120.93,Android,Chennai,Receive,Pending
T000405,2025-07-14 15:16:27,1417,6176,9219.14,IOS,Delhi,Send,Success
T000406,2025-07-14 15:16:29,8517,8207,8627.47,MacOS,Mumbai,Receive,Pending
T000407,2025-07-14 15:16:31,9077,6398,1205.5,IOS,Mumbai,Receive,Success
T000408,2025-07-14 15:16:33,9971,6769,3080.15,MacOS,Delhi,Receive,Pending
T000409,2025-07-14 15:16:35,6685,4108,1180.7,Android,Kolkata,Send,Pending
T000410,2025-07-14 15:16:37,1756,6085,4554.97,IOS,Delhi,Receive,Pending
T000411,2025-07-14 15:16:39,4457,4842,5843.62,IOS,Kolkata,Receive,Success
T000412,2025-07-14 15:16:41,3926,8742,4675.44,IOS,Chennai,Request,Pending
T000413,2025-07-14 15:16:43,2669,5713,2987.55,Android,Bangalore,Receive,Success
T000414,2025-07-14 15:16:45,4608,5221,2672.02,MacOS,Kolkata,Send,Success
T000415,2025-07-14 15:16:47,4009,2506,8549.99,MacOS,Bangalore,Send,Failed
T000416,2025-07-14 15:16:49,1111,2234,1272.08,IOS,Mumbai,Receive,Success
T000417,2025-07-14 15:16:51,8796,7682,319.87,IOS,Chennai,Receive,Pending
T000418,2025-07-14 15:16:53,3246,2168,699.0,MacOS,Delhi,Send,Pending
T000419,2025-07-14 15:16:55,3359,8892,6425.13,Android,Kolkata,Send,Pending
T000420,2025-07-14 15:16:57,9814,8712,9514.84,Android,Kolkata,Send,Success
T000421,2025-07-14 15:16:59,5203,4252,2523.41,Android,Mumbai,Request,Failed
T000422,2025-07-14 15:17:01,9761,4982,2738.18,Android,Kolkata,Receive,Failed
T000423,2025-07-14 15:17:03,3206,2697,4752.23,IOS,Kolkata,Receive,Failed
T000424,2025-07-14 15:17:05,8176,4202,3084.7,IOS,Chennai,Receive,Success
T000425,2025-07-14 15:17:07,3592,1606,5950.64,MacOS,Kolkata,Request,Success
T000426,2025-07-14 15:17:09,9488,6210,6142.35,IOS,Delhi,Request,Success
T000427,2025-07-14 15:17:11,7613,4117,6571.85,MacOS,Chennai,Request,Failed
T000428,2025-07-14 15:17:13,9094,2048,6614.69,MacOS,Delhi,Request,Success
T000429,2025-07-14 15:17:15,2937,6205,5538.45,MacOS,Mumbai,Send,Pending
T000430,2025-07-14 15:17:17,5770,6028,1014.47,Android,Kolkata,Receive,Failed
T000431,2025-07-14 15:17:19,3833,7931,4186.46,IOS,Bangalore,Request,Pending
T000432,2025-07-14 15:17:21,8039,4480,6326.09,MacOS,Mumbai,Receive,Success
T000433,2025-07-14 15:17:23,8430,7233,2899.15,MacOS,Bangalore,Request,Success
T000434,2025-07-14 15:17:25,4554,8823,9635.91,IOS,Delhi,Receive,Pending
T000435,2025-07-14 15:17:27,8586,8186,7098.52,IOS,Chennai,Send,Success
T000436,2025-07-14 15:17:29,4943,8781,4269.23,IOS,Chennai,Send,Pending
T000437,2025-07-14 15:17:31,8154,1995,4480.41,IOS,Delhi,Request,Failed
T000438,2025-07-14 15:17:33,6675,9539,8468.18,IOS,Bangalore,Request,Success
T000439,2025-07-14 15:17:35,1441,8231,6653.24,Android,Kolkata,Receive,Pending
T000440,2025-07-14 15:17:37,4603,6312,1013.13,MacOS,Mumbai,Request,Pending
T000441,2025-07-14 15:17:39,7346,4194,6736.71,MacOS,Bangalore,Send,Failed
T000442,2025-07-14 15:17:41,6975,6309,9690.95,IOS,Delhi,Send,Pending
